,Fe,Mn,Ni,Co,Cr,del_G,del_H,Cp_FCC,VASP-PAW-GGA LSE_Avg,VASP-PAW-GGA LSE_Var,SGTE LSE_Avg,SGTE LSE_Var,Allen EN_Avg,Allen EN_Var,Pauling EN_Avg,Pauling EN_Var,Density_Avg,Density_Var,Atomic Weight_Avg,Atomic Weight_Var,Valence e_Avg,Valence e_Var,IE_Avg,IE_Var,Melting Point_Avg,Melting Point_Var,Specific Heat_Avg,Specific Heat_Var,Metallic Radius_Avg,Metallic Radius_Var,Shear Modulus_Avg,Shear Modulus_Var,Total Electrons_Avg,Total Electrons_Var,Atomic Planar Density_Avg,Atomic Planar Density_Var,C_11_Avg,C_11_Var,C_12_Avg,C_12_Var,C'_Avg,C'_Var,Heat of fusion_Avg,Heat of fusion_Var
1506,15,35,15,0,35,-1515.802508954411,-947.4797866637136,28.934255,-157.95000000000002,1564.046434572836,-125.0,1237.646893503959,174.2,1724.5801839868157,168.45,1667.6555200340385,763.25,7556.177199053765,5460.76,54061.52877105872,725.0,7177.512452096478,70451.0,697465.0185187785,155250.0,1536977.5479199428,2504.0,24789.603599089678,12675.0,125482.50071225071,9055.0,89644.68185564608,2525.0,24997.50357535728,1805.71535,17876.58238475136,19410.0,192166.42076596004,25985.0,257252.31519852256,-3287.5,32564.953112971005,1644.5,16280.582478830418
1507,15,35,10,0,40,-759.2063022576813,-223.744918118432,27.694584,-164.04999999999998,1624.4119876127484,-153.7,1521.7228082012832,173.05,1713.195165910761,167.2,1655.2804433086253,754.7,7471.531703004412,5427.275,53730.02673691215,705.0,6979.510369646284,70030.0,693297.1237279151,157510.0,1559351.681222039,2490.0,24651.003772666136,12695.0,125680.500575865,9250.0,91575.1864862966,2505.0,24799.50291840544,1799.9135499999998,17819.144483978103,18255.0,180732.5680805759,26885.0,266162.2360046594,-4315.0,42732.901171111705,1661.0,16443.93448661238
1508,15,40,35,0,10,-2312.586057810589,-2731.700761443018,31.066928,-153.15,1516.58008212557,-0.9499999999999886,24.026183633694263,179.3,1775.0701532615549,172.9,1711.7107679161222,798.65,7906.638044421915,5609.41,55533.16313030268,810.0,8019.013655057584,72457.0,717324.3561498522,142905.0,1414760.8522697396,2575.0,25492.501623026328,12590.0,124641.00087852312,8080.0,79992.08404586044,2610.0,25839.00423777975,1830.32175,18120.18584117208,25770.0,255127.35801948013,21805.0,215870.19089026627,1982.5,19648.415107840123,1542.0,15265.819830588856
1509,15,40,30,0,15,-2669.834269910385,-3252.000609026718,31.755154,-159.24999999999997,1576.9430305182238,-29.64999999999999,294.34957023919696,178.15,1763.685168758869,171.65,1699.335727718334,790.1,7821.992966693336,5575.924999999999,55201.662008250205,790.0,7821.014000754633,72036.0,713156.4726915124,145165.0,1437135.2096566975,2561.0,25353.902173038376,12610.0,124839.00087712974,8275.0,81922.61473488258,2590.0,25641.004270503916,1824.5199499999999,18062.748020831154,24615.0,243693.4958200567,22705.0,224780.269407704,955.0,9505.766013320546,1558.5,15429.173200466705
1510,15,40,25,0,20,-2692.469874453285,-3391.599162670844,33.162452,-165.35,1637.3077467293679,-58.349999999999994,578.056503726063,177.0,1752.3001769103375,170.39999999999998,1686.9606776685694,781.55,7737.347792784036,5542.44,54870.160686419345,770.0,7623.013839683094,71615.0,708988.5869277446,147425.0,1459509.521090904,2547.0,25215.30265136629,12630.0,125037.00084375024,8470.0,83853.13947611026,2570.0,25443.004146523264,1818.71815,18005.31018179308,23460.0,232259.63898189456,23605.0,233690.3072765321,-72.5,1259.8348106001833,1575.0,15592.526325134102
1511,15,40,20,0,25,-2303.660563948359,-2670.385514449392,29.951701,-171.45,1697.6740421824206,-87.04999999999998,862.0326058218446,175.85,1740.9151775718426,169.15,1674.585617548413,773.0,7652.702519502505,5508.955,54538.65916116718,750.0,7425.01313130152,71194.0,704820.6988176496,149685.0,1481883.7886538203,2533.0,25076.703056821483,12650.0,125235.00077853636,8665.0,85783.65867110122,2550.0,25245.003862150625,1812.91635,17947.87232387835,22305.0,220825.78833777545,24505.0,242600.30897548338,-1100.0,10942.714699744301,1591.5,15755.879212217895
1512,15,40,15,0,30,-1405.147354270948,-809.5813967424851,27.288106,-177.54999999999998,1758.0417541969814,-115.75,1146.0778095312726,174.7,1729.5301705954712,167.89999999999998,1662.2105471329435,764.45,7568.057143514444,5475.469999999999,54207.157428761646,730.0,7227.011830625435,70773.0,700652.8083193558,151945.0,1504258.014303065,2519.0,24938.103388188923,12670.0,125433.0006816388,8860.0,87714.17268606026,2530.0,25047.00341358223,1807.1145499999998,17890.434446905143,21150.0,209391.9449023768,25405.0,251510.27834861938,-2127.5,21090.92343284191,1608.0,15919.231869031872
1513,15,40,10,0,35,-764.3278062466625,-242.221135513938,27.442595,-183.65,1818.4107416917666,-144.45,1430.1509422085487,173.55,1718.1451558293904,166.64999999999998,1649.8354661904923,755.9,7483.411661334688,5441.985,53875.65548537888,710.0,7029.0098876015245,70352.0,696484.9153899888,154205.0,1526632.1998814908,2505.0,24799.50364422643,12690.0,125631.00055320741,9055.0,89644.68185564608,2510.0,24849.002796893077,1801.31275,17832.99655068932,19995.0,197958.10992480203,26305.0,260420.21871390863,-3155.0,31254.428846165145,1624.5,16082.584302592664
1514,15,45,30,0,10,-2042.704107872833,-2628.636391656551,31.720019,-178.84999999999997,1770.9356175479668,-20.39999999999999,203.06583169011955,178.65,1768.635144539427,171.1,1693.8907653682984,791.3,7833.87287074535,5590.635,55347.29036761452,795.0,7870.513007422071,72358.0,716344.2557947959,141860.0,1404415.4167909152,2576.0,25502.401639845608,12605.0,124789.50082038152,8080.0,79992.08404586044,2595.0,25690.503984935756,1825.9191499999997,18076.600068539607,26355.0,260918.92691983844,22125.0,219038.1390420399,2115.0,20959.133271678962,1522.0,15067.820250454279
1515,15,45,25,0,15,-2264.737246610624,-2962.24736284595,32.829038,-184.94999999999996,1831.3039227555862,-49.099999999999994,486.52881106877936,177.5,1757.250155783177,169.85,1681.5157113449757,782.75,7749.22770929465,5557.15,55015.78913098329,775.0,7672.512952090729,71937.0,712176.3717719087,144120.0,1426789.7923099955,2562.0,25363.802195254557,12625.0,124987.50079507951,8275.0,81922.61473488258,2575.0,25492.503898205057,1820.1173499999998,18019.16223391837,25200.0,249485.08015510667,23025.0,227948.20586045418,1087.5,10812.051782617396,1538.5,15231.173876297256
1516,15,45,20,0,20,-2047.176276655433,-2422.037819876627,29.402592,-191.04999999999998,1891.6734161847282,-77.79999999999998,770.4726315710376,176.35,1745.8651595985295,168.6,1669.1406471594896,774.2,7664.582448900919,5523.665,54684.287692505466,755.0,7474.512358675983,71516.0,708008.4854337552,146380.0,1449164.1209883718,2548.0,25225.20267906682,12645.0,125185.50073790495,8470.0,83853.13947611026,2555.0,25294.503651979416,1814.3155499999998,17961.724380463285,24045.0,238051.24010389025,23925.0,236858.23345410646,60.0,1201.6176596571806,1555.0,15394.527248343808
1517,15,45,15,0,25,-1258.484537638011,-690.9122405943531,27.168298,-197.14999999999998,1952.0439875935172,-106.5,1054.5089416406104,175.2,1734.480155839207,167.35,1656.765572584124,765.65,7579.9370862494625,5490.18,54352.786048487804,735.0,7276.51118325259,71095.0,703840.5967392048,148640.0,1471538.4049626433,2534.0,25086.603090095716,12665.0,125383.50064900884,8665.0,85783.65867110122,2535.0,25096.503242483803,1808.51375,17904.28650799309,22890.0,226617.40778236787,24825.0,245768.22608913464,-967.5,9639.270265429848,1571.5,15557.880374588307
1518,15,45,10,0,30,-736.0440255584581,-228.6133974907771,27.327708,-203.24999999999994,2012.4155399668325,-135.2,1338.578865812545,174.05,1723.0951443550643,166.1,1644.3904873843073,757.1,7495.291617875851,5456.695,54021.2841951464,715.0,7078.509376980439,70674.0,699672.705646147,150900.0,1493912.646241406,2520.0,24948.00342712819,12685.0,125581.50052854122,8860.0,87714.17268606026,2515.0,24898.5026658231,1802.71195,17846.848616324183,21735.0,215183.58442269708,25725.0,254678.18743465253,-1995.0,19781.69362061803,1588.0,15721.233262692847
1519,15,50,25,0,10,-1785.061050102733,-2474.678395756873,32.460713,-204.54999999999998,2025.3065983944257,-39.849999999999994,395.0208810936454,178.0,1762.2001333560272,169.29999999999998,1676.0707434353715,783.9499999999999,7761.107624205451,5571.86,55161.41753925255,780.0,7722.012043502652,72259.0,715364.1553017596,140815.0,1394069.9744363623,2577.0,25512.301656259868,12620.0,124938.0007443692,8080.0,79992.08404586044,2580.0,25542.00364106152,1821.5165499999998,18033.014285000834,26940.0,266710.4799965686,22445.0,222206.08406387077,2247.5,22269.965059469672,1502.0,14869.820412499943
1520,15,50,20,0,15,-1748.489060594966,-2129.956824172536,28.920782,-210.64999999999998,2085.6785067454666,-68.54999999999998,678.9154501850726,176.85,1750.8151402989408,168.05,1663.695675146149,775.4,7676.462376641991,5538.375,54829.916186868686,760.0,7524.01156298952,71838.0,711196.2707119604,143075.0,1416444.368461042,2563.0,25373.7022170593,12640.0,125136.00069524358,8275.0,81922.61473488258,2560.0,25344.00343276492,1815.7147499999999,17975.57643599519,25785.0,255276.64725744107,23345.0,231116.13962464847,1220.0,12119.503496430867,1518.5,15033.17430385213
1521,15,50,15,0,20,-1071.365368770228,-532.1704572455637,27.082644,-216.75,2146.051259755927,-97.25,962.9403514756249,175.7,1739.4301397296758,166.79999999999998,1651.3205963712799,766.8499999999999,7591.817027266923,5504.889999999999,54498.414630541585,740.0,7326.010510502971,71417.0,707028.3837970014,145335.0,1438818.7147326795,2549.0,25235.102706349342,12660.0,125334.00061435843,8470.0,83853.13947611026,2540.0,25146.003062117048,1809.91295,17918.138568017657,24630.0,243842.82238770122,24245.0,240026.15731415607,192.5,2177.524110084662,1535.0,15196.527932392977
1522,15,50,10,0,25,-674.34363925256,-183.1777864661785,27.246428,-222.84999999999997,2206.4247880904527,-125.94999999999999,1247.006532661317,174.55,1728.0451314997536,165.55,1638.9455068732457,758.3,7507.171572636395,5471.405000000001,54166.91286652688,720.0,7128.008838378359,70996.0,702860.494515519,147595.0,1461193.0154449139,2535.0,25096.503122945236,12680.0,125532.00050186407,8665.0,85783.65867110122,2520.0,24948.0025252524,1804.1111500000002,17860.70068088521,23475.0,232409.00654879966,25145.0,248936.14119890265,-835.0,8338.410070271191,1551.5,15359.881306507546
1523,15,55,20,0,10,-1408.770708638813,-1794.626020842554,28.500388,-230.25,2279.6878544002466,-59.29999999999999,587.3623677083848,177.35,1755.765119684293,167.5,1658.2507014923888,776.5999999999999,7688.342302733404,5553.085,54975.54464455068,765.0,7573.510744694299,72160.0,714384.0546701753,139770.0,1383724.5250518615,2578.0,25522.201672269577,12635.0,125086.50065054982,8080.0,79992.08404586044,2565.0,25393.50320456002,1817.11395,17989.42849047649,27525.0,272502.018258581,22765.0,225374.02608774597,2380.0,23580.891522586673,1482.0,14671.820306287833
1524,15,55,15,0,15,-1118.618797600895,-1205.970152551632,28.362712,-236.35,2340.062317439431,-88.0,871.3721265911597,176.2,1744.3801222783982,166.25,1645.875618477897,768.05,7603.6969665748775,5519.6,54644.04317522424,745.0,7375.509812887513,71739.0,710216.1695110862,142030.0,1406098.9379663153,2564.0,25383.602238453073,12655.0,125284.50057768519,8275.0,81922.61473488258,2545.0,25195.5028725366,1811.31215,17931.99062698132,26370.0,261068.1982739376,23665.0,234284.0708093489,1352.5,13427.780577965965,1498.5,14835.174473190396
1525,15,55,10,0,20,-578.3237658924281,-121.1510047019003,26.597182,-242.45,2400.437407119794,-116.69999999999999,1155.433881708512,175.05,1732.9951172752912,165.0,1633.5005246402584,759.5,7519.051525624758,5486.115000000001,54312.54149982908,725.0,7177.508272374195,71318.0,706048.2820168886,144290.0,1428473.302190139,2550.0,25245.00273321435,12675.0,125482.50047317355,8470.0,83853.13947611026,2525.0,24997.50237523741,1805.51035,17874.55274437488,25215.0,249634.38714447976,24565.0,243194.07894724738,325.0,3388.2683630432816,1515.0,14998.528367809957
1526,15,60,15,0,10,-871.7616868433488,-951.2547341469981,28.097181,-255.95000000000002,2534.0762911759384,-78.75,779.8043956659901,176.7,1749.330103496764,165.7,1640.4306388872405,769.2499999999999,7615.576904181324,5534.31,54789.67168283371,750.0,7425.009090903525,72061.0,713403.9538994719,138725.0,1373379.0684785466,2579.0,25532.101687875205,12650.0,125235.0005389867,8080.0,79992.08404586044,2550.0,25245.00267379665,1812.71135,17945.842684886527,28110.0,278293.5426307984,23085.0,228541.9652383343,2512.5,24891.897702867092,1462.0,14473.819920808743
1527,15,60,10,0,15,-449.0269037822927,-18.17801484687516,26.588337,-262.05,2594.452640828119,-107.44999999999999,1063.8608308890782,175.55,1737.9451016933765,164.45000000000002,1628.0555406680696,760.6999999999999,7530.931476849328,5500.825000000001,54458.17009535847,730.0,7227.007679530997,71640.0,709236.0681687022,140985.0,1395753.5006780387,2565.0,25393.50225943637,12670.0,125433.0004424673,8275.0,81922.61473488258,2530.0,25047.002215834134,1806.90955,17888.40480679569,26955.0,266859.73425190995,23985.0,237451.9995177973,1485.0,14736.663207795718,1478.5,14637.174373833222
1528,15,65,10,0,10,-286.2310605127059,117.428241341715,26.647728,-281.6499999999999,2788.4699434456875,-98.19999999999999,972.2872672209586,176.05,1742.895084765575,163.89999999999998,1622.6105549391693,761.9,7542.811426318439,5515.535000000001,54603.79865341729,735.0,7276.507060396492,71962.0,712423.8529890756,137680.0,1363033.6045527272,2580.0,25542.00170307723,12665.0,125383.5004097429,8080.0,79992.08404586044,2535.0,25096.502047098118,1808.3087499999997,17902.25686815012,28695.0,284085.0539627173,23405.0,231709.90163348653,2645.0,26202.971634911944,1442.0,14275.81924444268
1529,20,10,60,0,10,-4204.409114981203,-4049.664994703779,26.349572,-48.399999999999984,480.77679644508623,90.1,892.3327198976848,182.8,1809.7201535044032,183.29999999999998,1814.670401202378,837.6,8292.242689887942,5707.820000000001,56507.4223442305,890.0,8811.0118601668,73178.0,724462.25858812,149590.0,1480941.8272943741,2564.0,25383.601529333853,12510.0,123849.00084376942,8110.0,80289.08300634651,2690.0,26631.003923998058,1853.7673999999997,18352.297746272998,20860.0,206518.31981691116,20400.0,201960.9275082683,230.0,2455.942792493343,1645.0,16285.513627147286
1530,20,10,55,0,15,-5123.169236587865,-4981.267668199754,26.820883,-54.49999999999999,540.9634035681156,61.400000000000006,608.3975961490972,181.64999999999998,1798.3351910864667,182.05,1802.2954329132613,829.0500000000001,8207.5980179039,5674.335000000001,56175.921803482015,870.0,8613.013990468145,72757.0,720294.3791940904,151850.0,1503316.07626274,2550.0,25245.00202020194,12530.0,124047.000971406,8305.0,82219.6128974103,2670.0,26433.00455869518,1847.9655999999998,18294.86000019509,19705.0,195084.32360135962,21300.0,210871.0611724615,-797.5,7954.055647906922,1661.5,16448.86581652364
1531,20,10,50,0,20,-5649.660560960867,-5531.524443514965,27.366378,-60.59999999999998,601.1901862139798,32.69999999999999,324.7781196447814,180.5,1786.9502217465376,180.79999999999998,1789.9204563331855,820.5,8122.953262761027,5640.85,55844.42107334187,850.0,8415.015745677485,72336.0,716126.4975649203,154110.0,1525690.2844515985,2536.0,25106.40243842196,12550.0,124245.0010664413,8500.0,84150.13689828437,2650.0,26235.005050504566,1842.1637999999998,18237.422236125774,18550.0,183650.31747862566,22200.0,219781.1471441534,-1825.0,18095.042760380536,1678.0,16612.21779895749
1532,20,10,45,0,25,-5597.351539746282,-4777.224753980341,24.904121,-66.69999999999999,661.4461701453866,4.0,47.51061986545745,179.35,1775.5652453514626,179.55,1777.5454712889907,811.95,8038.308421832295,5607.365,55512.92015041719,830.0,8217.017098680031,71915.0,711958.613661356,156370.0,1548064.4536291116,2522.0,24967.802782784074,12570.0,124443.00112903096,8695.0,86080.65540526512,2630.0,26037.005396166434,1836.362,18179.98445389452,17395.0,172216.2994753981,23100.0,228691.19099781697,-2852.5,28258.138097723284,1694.5,16775.56958049413
1533,20,10,40,0,30,-6128.20407514267,-6554.866795013635,28.645589,-72.8,721.724041445205,-24.699999999999996,245.9205786427805,178.2,1764.180261764653,178.3,1765.1704776026593,803.4000000000001,7953.663492378842,5573.88,55181.41903123351,810.0,8019.018019682959,71494.0,707790.7274432182,158630.0,1570438.5854626726,2508.0,24829.203052051427,12590.0,124641.0011593296,8890.0,88011.16877987703,2610.0,25839.00559232108,1830.5602,18122.546653328634,16240.0,160782.26705703588,24000.0,237601.19747172992,-3880.0,38425.80370011797,1711.0,16938.921166945667
1534,20,10,35,0,35,-5443.294229911365,-5519.135417866581,29.120218,-78.89999999999998,782.0187389059163,-53.4,529.2823849326558,177.05,1752.795270845971,177.04999999999998,1752.7954750911467,794.85,7869.018471543958,5540.395,54849.917712232396,790.0,7821.0184758764,71073.0,703622.8388693761,160890.0,1592812.6815259852,2494.0,24690.603244959406,12610.0,124839.00115749084,9085.0,89941.67735260444,2590.0,25641.005635505015,1824.7584000000002,18065.108834253242,15085.0,149348.21691269032,24900.0,246511.17061910196,-4907.5,48595.17091491705,1727.5,17102.27256390214
1535,20,10,30,0,40,-4600.692342772796,-4335.869780017799,30.66727,-84.99999999999997,842.3266492281955,-82.1,813.170335784576,175.9,1741.4102724516129,175.8,1740.420463566204,786.3,7784.373356346675,5506.91,54518.41618976885,770.0,7623.018431041604,70652.0,699454.9478977184,163150.0,1615186.7433055534,2480.0,24552.003360214825,12630.0,125037.00112366739,9280.0,91872.18142615315,2570.0,25443.005522146945,1818.9566,18007.670996491222,13930.0,137914.1446335364,25800.0,255421.11392756863,-5935.0,58765.35635474356,1744.0,17265.62377674204
1536,20,10,25,0,45,-3634.103324898683,-3160.558997225036,35.194967,-91.09999999999998,902.6451240659308,-110.80000000000001,1097.176096622598,174.75,1730.0252664339907,174.55,1728.0454428341866,777.75,7699.728143674944,5473.425000000001,54186.91446010869,750.0,7425.017845096401,70231.0,695287.0544851242,165410.0,1637560.7722066378,2466.0,24413.40339649513,12650.0,125235.00105801094,9475.0,93802.68127830888,2550.0,25245.005248563528,1813.1547999999998,17950.233139863194,12775.0,126480.04421646918,26700.0,264331.0304145164,-6962.5,68935.99788028022,1760.5,17428.97481064219
1537,20,10,20,0,50,-2581.700429091155,-1977.113210862868,34.076824,-97.19999999999999,962.9721782066187,-139.5,1381.2269976365217,173.6,1718.640252641605,173.3,1715.6704126958653,769.2,7615.082830278341,5439.9400000000005,53855.41251942576,730.0,7227.016673565933,69810.0,691119.158587432,167670.0,1659934.7695587317,2452.0,24274.803352447572,12670.0,125433.00096067223,9670.0,95733.17716445016,2530.0,25047.004810954943,1807.353,17892.795264187473,11620.0,115045.90727183649,27600.0,273240.9227037561,-7990.0,79106.91957724052,1777.0,17592.32567058716
1538,20,10,15,0,55,-1471.871404012587,-797.5142738079085,33.392294,-103.29999999999998,1023.3062943224769,-168.2,1665.2999402510047,172.45,1707.2552309189155,172.05,1703.2953729462192,760.6500000000001,7530.437412760298,5406.455,53523.910363799136,710.0,7029.014866963933,69389.0,686951.260159409,169930.0,1682308.7366206,2438.0,24136.203226688325,12690.0,125631.00083180107,9865.0,97663.66931976292,2510.0,24849.004205400262,1801.5511999999999,17835.357369280024,10465.0,103611.7217065714,28500.0,282150.7930876679,-9017.5,89278.025690816,1793.5,17755.67636137807
1539,20,10,10,0,60,-332.8232485436383,266.9220268160989,30.427006,-109.4,1083.6462928465173,-196.9,1949.3852884948117,171.3,1695.870201106205,170.8,1690.920323374227,752.1,7445.791887569784,5372.97,53192.40798921017,690.0,6831.012370066387,68968.0,682783.3591547176,172190.0,1704682.674584921,2424.0,23997.60301780159,12710.0,125829.00067154631,10060.0,99594.1579611977,2490.0,24651.003427852585,1795.7494,17777.919454954455,9310.0,92177.46942718702,29400.0,291060.64357793203,-10045.0,99449.25963776704,1810.0,17919.02688764097
1540,20,15,55,0,10,-3769.598692216372,-3681.885606069158,26.972777,-74.10000000000001,734.6410307081957,70.65,699.8680929289462,182.14999999999998,1803.2851575666004,181.5,1796.8504993460085,830.25,8219.477869518232,5689.045,56321.54991484578,875.0,8662.512626253425,73079.0,723482.1592264732,148545.0,1470596.4327221115,2565.0,25393.50155059361,12525.0,123997.50088207424,8110.0,80289.08300634651,2675.0,26482.504130085585,1849.3647999999998,18308.712030361577,21445.0,212310.0408247335,20720.0,205128.8904079579,362.5,3707.328047259913,1625.0,16087.51522454602
1541,20,15,50,0,15,-4545.416981676297,-4482.669836447722,27.584686,-80.19999999999999,794.933607290571,41.94999999999999,416.07143557326776,181.0,1791.9001911378882,180.25,1784.4755194454196,821.7,8134.833125086218,5655.560000000001,55990.04926541547,855.0,8464.51445742755,72658.0,719314.2792847921,150805.0,1492970.697654512,2551.0,25254.902046929426,12545.0,124195.50098534166,8305.0,82219.6128974103,2655.0,26284.504655785317,1843.5629999999999,18251.274270540824,20290.0,200876.076300788,21620.0,214039.01018272346,-665.0,6655.482890068909,1641.5,16250.86762760684
1542,20,15,45,0,20,-4952.984886519776,-4934.940424869518,28.291788,-86.3,855.2394962815971,13.25,133.6367146408501,179.85,1780.5152177108737,179.0,1772.1005310083285,813.1500000000001,8050.188295220182,5622.075000000001,55658.548424666405,835.0,8266.515892442232,72237.0,715146.3970985241,153065.0,1515344.9210575789,2537.0,25116.302470706156,12565.0,124393.50105612431,8500.0,84150.13689828437,2635.0,26086.505036129314,1837.7612,18193.836492598788,19135.0,189442.10599811227,22520.0,222949.0840528393,-1692.5,16786.15050421031,1658.0,16414.21981697577
1543,20,15,40,0,25,-5036.550513404976,-5097.149375673176,29.157128,-92.4,915.5560670980233,-15.449999999999996,155.0656103073792,178.7,1769.130237150448,177.75,1759.7255338546406,804.6,7965.543377196563,5588.59,55327.04738915967,815.0,8068.516902132635,71816.0,710978.5126281946,155325.0,1537719.1047441012,2523.0,24977.702820715916,12585.0,124591.50109457708,8695.0,86080.65540526512,2615.0,25888.505267782457,1831.9594000000002,18136.398696363296,17980.0,178008.12880315326,23420.0,231859.11731049095,-2720.0,26947.77300631724,1674.5,16577.571798969835
1544,20,15,35,0,30,-4967.802179084084,-5065.626550879281,29.395335,-98.5,975.8813390981508,-44.15,437.80721270897305,177.55,1757.7452493180008,176.5,1747.3505277991592,796.0500000000001,7880.898368174786,5555.1050000000005,54995.5461553734,795.0,7870.517454399043,71395.0,706810.6258333982,157585.0,1560093.2504228714,2509.0,24839.103095723884,12605.0,124789.50110085383,8890.0,88011.16877987703,2595.0,25690.505347306815,1826.1576,18078.960881659983,16825.0,166574.14329661132,24320.0,240769.1144644595,-3747.5,37114.93387101747,1691.0,16740.923579659517
1545,20,15,30,0,35,-4298.676708072378,-4080.240415971261,35.910787,-104.6,1036.213792612316,-72.85,721.6288571696672,176.4,1746.360254071307,175.25,1734.9755126514035,787.5,7796.253265190915,5521.620000000001,54664.044719700265,775.0,7672.51751382817,70974.0,702642.7366727702,159845.0,1582467.3597060384,2495.0,24700.503294467504,12625.0,124987.5010751075,9085.0,89941.67735260444,2575.0,25492.50527115764,1820.3557999999998,18021.523048312283,15670.0,155140.14764077027,25220.0,249679.0793799112,-4775.0,47284.06060714329,1707.5,16904.275164880626
1546,20,15,25,0,40,-3487.636956714026,-3083.790051962171,33.716345,-110.69999999999999,1096.5522422575223,-101.55000000000001,1005.6164773411384,175.25,1734.975251264409,174.0,1722.6004882154189,778.95,7711.608065150874,5488.135,54332.54307844494,755.0,7474.5170412542375,70553.0,698474.8451039593,162105.0,1604841.4341158443,2481.0,24561.90341565572,12645.0,125185.50101749004,9280.0,91872.18142615315,2555.0,25294.50503567919,1814.554,17964.08519614135,14515.0,143706.1394130397,26120.0,258589.01538928525,-5802.5,57454.10937217633,1724.0,17067.626560245568
1547,20,15,20,0,45,-2567.99208626578,-2015.798138801078,32.886999,-116.8,1156.8957498409266,-130.25,1289.6604326333347,174.1,1723.5902407474925,172.75,1710.2254542895798,770.4000000000001,7626.96276482323,5454.65,54001.04122782133,735.0,7276.5159932484175,70132.0,694306.9510835968,164365.0,1627215.4750908068,2467.0,24423.30345796817,12665.0,125383.50092815243,9475.0,93802.68127830888,2535.0,25096.504637100363,1808.7522,17906.647324966045,13360.0,132272.11535316127,27020.0,267498.9253810191,-6830.0,67624.66417661532,1740.5,17230.977771153906
1548,20,15,15,0,50,-1568.519296061186,-934.5531391222648,32.209219,-122.9,1217.2435631376327,-158.95,1573.730219415005,172.95,1712.205222366758,171.5,1697.8504106663813,761.85,7542.317360831485,5421.165000000001,53669.53916394984,715.0,7078.514321522561,69711.0,690139.0545672661,166625.0,1649589.483991396,2453.0,24284.70342005436,12685.0,125581.5008072447,9670.0,95733.17716445016,2515.0,24898.504071530082,1802.9504,17849.209434602915,12205.0,120838.07096689355,27920.0,276408.8118711124,-7857.5,77795.52655037434,1757.0,17394.328802802367
1549,20,15,10,0,55,-517.1904557739663,59.63189725317443,29.548428,-129.0,1277.5950720005144,-187.65,1857.8139884014222,171.8,1700.8201959642884,170.25,1685.4753571322246,753.3000000000001,7457.671849645841,5387.68,53338.03688285434,695.0,6880.511972229973,69290.0,685971.1555094719,168885.0,1671963.462105258,2439.0,24146.10330053278,12705.0,125779.50065491594,9865.0,97663.66931976292,2495.0,24700.503334952507,1797.1486,17791.771524866115,11050.0,109403.99988117436,28820.0,285318.67706128175,-8885.0,87966.58980829029,1773.5,17557.67966019428
1550,20,20,50,0,10,-3336.684049179457,-3318.536599661655,27.904071,-99.79999999999998,988.7894619179554,51.19999999999999,507.4645820153362,181.5,1796.8501593065573,179.7,1779.0305812436163,822.9,8146.712986045354,5670.2699999999995,56135.67742313429,860.0,8514.01315479369,72980.0,722502.0597309048,147500.0,1460251.0321653602,2566.0,25403.401571443144,12540.0,124146.00090216358,8110.0,80289.08300634651,2660.0,26334.00425305654,1844.9622,18265.126303953162,22030.0,218101.73440392443,21040.0,208296.84952010197,495.0,4989.782810904699,1605.0,15889.516610016806
1551,20,20,45,0,15,-3981.418583132585,-4005.475441659815,28.708288,-105.89999999999998,1049.120353439013,22.5,224.12169462147122,180.35,1785.4651888233498,178.45000000000002,1766.655589383511,814.35,8062.068167195066,5636.785,55804.1766639279,840.0,8316.01467050173,72559.0,718334.1792393008,149760.0,1482625.313374893,2552.0,25264.802073240156,12560.0,124344.00098114906,8305.0,82219.6128974103,2640.0,26136.004667890615,1839.1604,18207.68853029065,20875.0,206667.7982778159,21940.0,217206.95596596348,-532.5,5363.294579826844,1621.5,16052.86923418988
1552,20,20,40,0,20,-4282.811056745498,-4379.173416346662,29.807613,-111.99999999999999,1109.4573412258806,-6.200000000000003,66.21182673812892,179.2,1774.0802112644174,177.2,1754.2805887314603,805.8,7977.423260552244,5603.299999999999,55472.67571144968,820.0,8118.01576741509,72138.0,714166.2964936107,152020.0,1504999.5522856477,2538.0,25126.202502566917,12580.0,124542.00102776573,8500.0,84150.13689828437,2620.0,25938.00493484416,1833.3585999999998,18150.25073837573,19720.0,195233.85987066894,22840.0,226117.01820075375,-1560.0,15477.730776829012,1638.0,16216.221637607201
1553,20,20,35,0,25,-4283.79449474782,-4499.118948132746,31.787654,-118.09999999999997,1169.7994819626135,-34.900000000000006,346.3823292259581,178.05,1762.6952264926572,175.95,1741.905579100084,797.25,7892.778263292337,5569.8150000000005,55141.174562213906,800.0,7920.016414124405,71717.0,709998.4114541383,154280.0,1527373.7507565068,2524.0,24987.602858217513,12600.0,124740.0010421677,8695.0,86080.65540526512,2600.0,25740.005050504555,1827.5567999999998,18092.812928034567,18565.0,183799.91875678292,23740.0,235027.04125270352,-2587.5,25637.54271083717,1654.5,16379.573826873519
